Text
"	Total	Short	Medium	Long		
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Cmp	Att	Cmp%	TotDist	PrgDist	Cmp	Att	Cmp%	Cmp	Att	Cmp%	Cmp	Att	Cmp%	Ast	xAG	xA	A-xAG	KP	1/3	PPA	CrsPA	PrgP	Matches
396	Ben White	eng ENG	DF	Arsenal	25-344	1997	4.0	299	344	86.9	4896	1491	144	154	93.5	136	147	92.5	15	37	40.5	0	0.6	0.4	-0.6	4	33	7	1	23	Matches
397	Neco Williams	wls WAL	MF,DF	Nott'ham Forest	22-157	2001	1.2	28	42	66.7	477	169	9	12	75.0	17	21	81.0	2	7	28.6	0	0.0	0.1	0.0	1	4	0	0	2	Matches
398	Willian	br BRA	FW,MF	Fulham	35-039	1988	1.9	34	45	75.6	617	128	14	19	73.7	11	13	84.6	6	9	66.7	0	0.0	0.1	0.0	1	3	1	0	1	Matches
399	Callum Wilson	eng ENG	FW	Newcastle Utd	31-202	1992	2.1	11	16	68.8	115	3	9	10	90.0	1	1	100.0	0	3	0.0	0	0.0	0.0	0.0	1	1	0	0	0	Matches
400	Harry Wilson	wls WAL	FW	Fulham	26-179	1997	4.6	76	95	80.0	1068	231	49	54	90.7	21	26	80.8	5	7	71.4	0	0.4	0.3	-0.4	3	6	8	3	11	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Cmp	Att	Cmp%	TotDist	PrgDist	Cmp	Att	Cmp%	Cmp	Att	Cmp%	Cmp	Att	Cmp%	Ast	xAG	xA	A-xAG	KP	1/3	PPA	CrsPA	PrgP	Matches
401	Yoane Wissa	cd COD	FW	Brentford	27-014	1996	4.7	42	57	73.7	568	118	29	34	85.3	10	13	76.9	2	2	100.0	0	0.1	0.1	-0.1	2	1	2	0	4	Matches
402	Chris Wood	nz NZL	FW	Nott'ham Forest	31-284	1991	0.5	10	19	52.6	133	24	6	10	60.0	1	4	25.0	1	1	100.0	0	0.1	0.0	-0.1	2	0	0	0	1	Matches
403	Cauley Woodrow	eng ENG	MF	Luton Town	28-289	1994	0.2	10	16	62.5	133	10	7	8	87.5	2	5	40.0	0	2	0.0	0	0.3	0.4	-0.3	3	1	0	0	1	Matches
404	Joe Worrall	eng ENG	DF	Nott'ham Forest	26-250	1997	3.7	84	100	84.0	1789	658	17	21	81.0	57	60	95.0	9	17	52.9	0	0.2	0.3	-0.2	2	2	0	0	4	Matches
405	Ryan Yates	eng ENG	MF,DF	Nott'ham Forest	25-300	1997	3.2	64	85	75.3	927	369	38	49	77.6	19	25	76.0	4	6	66.7	0	0.0	0.0	0.0	0	3	3	0	8	Matches
406	Ashley Young	eng ENG	DF	Everton	38-070	1985	4.0	173	252	68.7	3139	1359	72	82	87.8	79	96	82.3	20	59	33.9	0	0.4	0.6	-0.4	7	12	6	1	18	Matches
407	Illia Zabarnyi	ua UKR	DF	Bournemouth	21-016	2002	4.0	179	220	81.4	3598	985	52	62	83.9	111	116	95.7	15	39	38.5	0	0.0	0.0	0.0	0	9	1	0	14	Matches
408	Nicolò Zaniolo	it ITA	MF	Aston Villa	24-077	1999	1.1	14	17	82.4	198	77	8	10	80.0	6	6	100.0	0	1	0.0	0	0.1	0.1	-0.1	2	4	1	0	3	Matches
409	Anass Zaroury	ma MAR	FW	Burnley	22-314	2000	0.3	10	12	83.3	203	52	4	4	100.0	3	3	100.0	3	5	60.0	0	0.0	0.1	0.0	1	0	0	0	0	Matches
410	Oleksandr Zinchenko	ua UKR	DF	Arsenal	26-276	1996	1.2	89	106	84.0	1523	431	38	41	92.7	37	44	84.1	8	13	61.5	0	0.2	0.1	-0.2	3	8	2	0	10	Matches
411	Kurt Zouma	fr FRA	DF	West Ham	28-325	1994	5.0	96	121	79.3	1963	652	29	34	85.3	51	55	92.7	14	24	58.3	0	0.0	0.0	0.0	0	3	0	0	3	Matches
412	Martin Ødegaard	no NOR	MF	Arsenal	24-274	1998	3.9	159	192	82.8	2288	522	96	106	90.6	46	57	80.7	10	13	76.9	0	0.1	0.4	-0.1	2	16	12	0	25	Matches"
